TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
HCAR-BWYQPC,Peterson Place,13245 King George Blvd,Surrey,Restaurant,49.20547598,-122.85472349
HCAR-BGKPDU,Main Choice Chinese Restaurant,13393 72 Ave,Surrey,Restaurant,49.13381195,-122.85180664
HCAR-B6K24K,Subway #6966,13479 108 Ave,Surrey,Restaurant,49.19909286,-122.84929657
A019554    ,Cherington Place Food Service,13453 111A Ave,Surrey,Restaurant,49.2054863,-122.84929657
NDAA-9BXTB7,Blenz Central City,13450 102 Ave,Surrey,Restaurant,49.18791962,-122.84877014
HCAR-BXFREQ,An Nam Restaurant,10153 King George Blvd,Surrey,Restaurant,49.18559446,-122.84740187
GEDS-7RLVLS,Freshslice Pizza (Surrey),10252 City Pky,Surrey,Restaurant,49.18909454,-122.84738922
SPLH-ASQPDH,Uncle Fatih's Pizza (City Parkway),10277 City Pky,Surrey,Restaurant,49.18955231,-122.84788513
HCAR-BRAPV6,Tim Horton's #8175,10277 City Pky,Surrey,Restaurant,49.18955259,-122.84788863
HCAR-BGMQU2,Next Level Fitness,13569 76 Ave,Surrey,Restaurant,49.1409874,-122.8470459
HCAR-BWEP66,K's Pizza Kitchen,13588 88th Ave,Surrey,Restaurant,49.16252802,-122.84686461
A019531    ,Tim Hortons #87,9595 King George Blvd,Surrey,Restaurant,49.1766243,-122.84621429
SHEN-9PHPWJ,King George Pizza,7093 King George Blvd,Surrey,Restaurant,49.13100433,-122.84599304
SWOD-APPNNE,Kalmar Restaurant,8076 King George Blvd,Surrey,Restaurant,49.14970779,-122.84538269
SPLH-A9VTH3,Browns Socialhouse (Surrey Centre),9666 King George Blvd,Surrey,Restaurant,49.17871857,-122.84526062
SHEN-9SSQ4C,Surrey Taxation Centre Cafe #63309,9755 King George Blvd,Surrey,Restaurant,49.17954254,-122.84592438
GEDS-6N6UA6,Ricky's All Day Grill #37,1076 Central City,Surrey,Restaurant,49.18592247,-122.84584777
GEDS-6NLQG9,T&T Supermarket #13 - Bakery,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
GEDS-7YSU36,Starbucks Coffee #4941,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
HCAR-BRZT4H,White Spot Restaurant #123,13580 102nd Ave,Surrey,Restaurant,49.18766811,-122.84597994
ACAK-8XGT5P,PSI Sushi & Roll,10245 King George Blvd,Surrey,Restaurant,49.188797,-122.84552765
HCAR-C3RPFX,Harkomal's Tiffin (King George Blvd),10609 King George Blvd,Surrey,Restaurant,49.1954987,-122.84556138
HCAR-BJLQMC,Sushi Shogun Japanese Restaurant,13591 King George Blvd,Surrey,Restaurant,49.19938278,-122.84561157
A020239    ,Pizza Factory (Surrey 2),6838 King George Blvd,Surrey,Restaurant,49.12667084,-122.84512329
NDAA-A9ZQH8,Denny's Restaurant #9300,6850 King George Blvd,Surrey,Restaurant,49.12727737,-122.84516907
SYOG-5M57T4,Greco's Specialty Foods Ltd,6886 King George Blvd,Surrey,Restaurant,49.12775803,-122.84516144
HCAR-BE6QHR,Freshslice Pizza (King George Blvd),7218 King George Blvd,Surrey,Restaurant,49.13433075,-122.84521484
GEDS-775V2T,Tim Hortons #3083,7288 King George Blvd,Surrey,Restaurant,49.13492203,-122.84513855
ACAK-97GPH7,Wild Wing,7322 King George Blvd,Surrey,Restaurant,49.13534927,-122.84516144
HCAR-BJLPJ5,Panago #23,7320 King George Blvd,Surrey,Restaurant,49.13512802,-122.84513855
GEDS-79JU38,Save On Foods #910 - Deli,7320 King George Blvd,Surrey,Restaurant,49.13512802,-122.84513855
HCAR-CFMLBX,Ruex Cafe,13615 Fraser Hwy,Surrey,Restaurant,49.18083188,-122.84452396
A016716    ,Fresgo Inn,10102 King George Blvd,Surrey,Restaurant,49.18621826,-122.8451004
MARO-AZJM7Z,Burger King,10344 King George Blvd,Surrey,Restaurant,49.19041443,-122.84506989
SWOD-AQAKLU,7-ElevenStore and Gas Bar (Canada Store #37875H),10416 King George Blvd,Surrey,Restaurant,49.19204712,-122.84506989
HCAR-CFSNET,Sushi Street,13660 George Jct,Surrey,Restaurant,49.18142985,-122.84373471
HCAR-CF5VC7,King George Donair,13635 100th Ave,Surrey,Restaurant,49.18430557,-122.84397782
JDSO-ACPLHD,Taste Of Punjab Restaurant,10009 Whalley Blvd,Surrey,Restaurant,49.1848526,-122.84347534
HCAR-CCYLQW,JM-7 Bakery and Sarisari Store,10059 Whalley Blvd,Surrey,Restaurant,49.18533778,-122.8436771
GEDS-6N4RWE,Espresso Cafe,7330 137 St,Surrey,Restaurant,49.13602448,-122.8425827
GEDS-6TSR35,Scott Hill Pizza (137th St),7330 137 St,Surrey,Restaurant,49.13602448,-122.8425827
HCAR-C98QSL,Clement's,9639 137A St,Surrey,Restaurant,49.17799896,-122.84231841
SDFO-8JQQA2,Afghan Bakery and Fast Food,13748 104 Ave,Surrey,Restaurant,49.19140244,-122.84115601
NDAA-9C3S2J,Aomori Sushi Japanese Restaurant,13767 72 Ave,Surrey,Restaurant,49.13376236,-122.83986664
HCAR-B7224Z,Udupi Palace Restaurant,13767 72 Ave,Surrey,Restaurant,49.13376236,-122.83986664
DMIL-9QHPY5,Circle K #12207,7175 138 St,Surrey,Restaurant,49.13303375,-122.83917236
GEDS-6ZNPG3,Canadian 2 For 1 Pizza (72nd Ave),13791 72 Ave,Surrey,Restaurant,49.13426971,-122.83905792
SPLH-ASQP6M,Taste of Pho,13979 104 Ave,Surrey,Restaurant,49.19166183,-122.83464813
SHEN-BCSUVC,Bacayon Chibugan,13979 104 Ave,Surrey,Restaurant,49.19166183,-122.83464813
SHEN-AP5M2Q,Porto Fino Express,14016 32 Ave,Surrey,Restaurant,49.06010437,-122.83346558
HCAR-BJ9NCE,Maria Sol Hospice 29 - Food Service,14129 Grosvenor Rd,Surrey,Restaurant,49.20719147,-122.83055115
HCAR-AW6REQ,Sweets 64,14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
A019121    ,Pho Hoa Restaurant (Surrey),14357 104 Ave,Surrey,Restaurant,49.1917305,-122.82376862
SPLH-AS8TEH,Freshslice Pizza (104th Ave),14357 104 Ave,Surrey,Restaurant,49.1917305,-122.82376862
HCAR-BCNQ6T,Popeyes Louisiana Kitchen (Surrey),14380 64 Ave,Surrey,Restaurant,49.11891556,-122.82378387
GEDS-7YZN48,7-Eleven #34339,14410 108 Ave,Surrey,Restaurant,49.19859695,-122.82250977
NDAA-9CDPEY,Punjabi Masihi Church,14488 72 Ave,Surrey,Restaurant,49.13354492,-122.82070923
SWOD-AHZUMF,Lee Yuen Seafood Restaurant,14755 104 Ave,Surrey,Restaurant,49.19166946,-122.81369019
NDAA-9RFNPY,Bonny Castle Childrens Center,10706 148 St,Surrey,Restaurant,49.19706726,-122.81210327
GEDS-6UHQTM,Pho Tau Bay Restaurant (Surrey),10782 148 St,Surrey,Restaurant,49.19805145,-122.81226349
HCAR-C2XUPR,Kel Fen's Chinese Restaurant,14783 108th Ave,Surrey,Restaurant,49.19875902,-122.81302097
HCAR-C4ATVP,A-Chan Restaurant,14787 108th Ave,Surrey,Restaurant,49.1988845,-122.81300687
KSMH-AWKPSL,Tofun Fusion Hot Pot,3189 King George Blvd,Surrey,Restaurant,49.05963898,-122.81161499
A017441    ,Classic OP Pizza,3189 King George Blvd,Surrey,Restaurant,49.05963898,-122.81161499
SWOD-AHQPLH,Ming Yan Seafood Restaurant,3238 King George Blvd,Surrey,Restaurant,49.0609436,-122.81190491
GEDS-6GTQ2V,Starbucks Coffee #4596,3278 King George Blvd,Surrey,Restaurant,49.06115723,-122.81214905
JDSO-AE8L4A,Subway #37799,3278 King George Blvd,Surrey,Restaurant,49.06115723,-122.81214905
HCAR-BUDNPH,Premium Pizza Surrey,3268 King George Blvd,Surrey,Restaurant,49.06108806,-122.81205645
NDAA-9ENQTN,Aji Sushi Family Kitchen,3268 King George Blvd,Surrey,Restaurant,49.06108856,-122.8120575
SWOD-9Y7LFB,Mac's Convenience Store #11096,14820 108 Ave,Surrey,Restaurant,49.19856644,-122.81190491
HCAR-CG8RKX,Circle K #11096,14820 108th Ave,Surrey,Restaurant,49.19870261,-122.81178003
KSMH-AQNNLT,Kids Play Cafe & Cafe Artistico,14885 60 Ave,Surrey,Restaurant,49.11196899,-122.80992126
HCAR-CH6RVX,Kids Play Cafe & Cafe Artistico,14885 60th Ave,Surrey,Restaurant,49.11180064,-122.80981348
A017564    ,Church's Chicken #4475,14877 108 Ave,Surrey,Restaurant,49.19944763,-122.8092804
SYOG-5M59T6,Guildford Gardens Daycare,14921 107A Ave,Surrey,Restaurant,49.198326109999996,-122.80867767
HCAR-AVZUN8,Fresh Street Market #8 - Deli,15127 Hwy 10,Surrey,Restaurant,49.10542516,-122.8052317
A019248    ,Boston Pizza #61,15125 100 Ave,Surrey,Restaurant,49.1844101,-122.80340576
NDAA-9BHRSB,A&W #749,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
JDSO-ABZT44,Rocky Mountain Chocolate Factory (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9QTQG2,Edo Japan,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
ACAK-9BETLP,Subway (Guildford Mall),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
SPLH-9LFPJW,OPA! of Greece,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9CXRN3,New York Fries,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9NKTFG,Kernels,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
HCAR-C5SMQL,Panorama Indian Lounge,15153 56th Ave,Surrey,Restaurant,49.10467959,-122.80340689
GEDS-85MNT9,White Spot #651,15157 No 10 Hwy,Surrey,Restaurant,49.10533058,-122.80273842
NDAA-8PYQHK,Subway #52889,15122 72 Ave,Surrey,Restaurant,49.1335144,-122.8026123
GEDS-69F2AU,Hanako Japanese Restaurant,15135 101 Ave,Surrey,Restaurant,49.18629837,-122.80270386
GEDS-6A5PPP,Milestone's (South Point),3085 152 St,Surrey,Restaurant,49.05783463,-122.80213165
HCAR-BWYS3K,Menchie's Frozen Yogurt #633,15146 100th Ave,Surrey,Restaurant,49.18396932,-122.80224523
SHEN-BCSUAK,Browns Socialhouse (Guildford),15146 100 Ave,Surrey,Restaurant,49.18396759,-122.80224609
HCAR-B2MR8U,Imperial Garden Chinese Cuisine,1625 152 St,Surrey,Restaurant,49.03239822,-122.80168915
HCAR-BTHRDK,Save On Foods #2235 - Starbucks,1641 152nd St,Surrey,Restaurant,49.0325256,-122.80168926
A019397    ,Save On Foods #2235 - Kitchen,1641 152 St,Surrey,Restaurant,49.03252411,-122.80168915
HCAR-CHRMR6,Freshslice Pizza (Semiahmoo),1711 152nd St,Surrey,Restaurant,49.03318206,-122.80122401
GEDS-7XGU9Z,Time Out - Baskin Robbins,6351 152 St,Surrey,Restaurant,49.11798096,-122.80127716
HCAR-CBMNWE,Westfield Country Club - Creekside Grill,7778 152nd St,Surrey,Restaurant,49.14453915,-122.80106438
HCAR-C25QZY,Pizza 64 #10,15230 84th Ave,Surrey,Restaurant,49.15537021,-122.80089893
SHEN-AZMSSS,Steve's Poke Bar,9965 152 St,Surrey,Restaurant,49.18379211,-122.80126953
A019861    ,Tasters Bakery,10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
GEDS-69FS3G,Bubble World (Surrey),10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
NDAA-AN9PBZ,Wendy's #9,10125 152 St,Surrey,Restaurant,49.18645859,-122.80117035
JDSO-AD3QH2,Leaf Tea,1618 152 St,Surrey,Restaurant,49.03148651,-122.80089569
A016601    ,Boston Pizza #62,1956 152 St,Surrey,Restaurant,49.03760147,-122.80095673
HCAR-BV8R69,Blenz Tribeca,2670 152nd St,Surrey,Restaurant,49.05026809,-122.80093219
HCAR-BUKL6F,Hanaya Japanese Restaurant,2828 152nd St,Surrey,Restaurant,49.05326245,-122.80090544
SHEN-APFUUQ,Cooking Secret Restaurant,2982 152 St,Surrey,Restaurant,49.05569839,-122.80091095
HCAR-BEFNCD,Rocky Mountain Flatbread Co,5570 152 St,Surrey,Restaurant,49.10346603,-122.80067444
HCAR-BZCN8D,Ato Sushi,5570 152nd St,Surrey,Restaurant,49.10346553,-122.80067763
HCAR-BUFKZK,Great Afghan Kabob,5570 152nd St,Surrey,Restaurant,49.10346553,-122.80067763
SHEN-AJUUR2,West Village Cafe,5620 152 St,Surrey,Restaurant,49.10489655,-122.80062866
HCAR-BEVQV8,Mary Brown's #4020,5680 152 St,Surrey,Restaurant,49.10559845,-122.80055999999999
SPLH-ASUNJH,Relate Church,6788 152 St,Surrey,Restaurant,49.12579727,-122.80067444
KSMH-AQCTH5,Tae Yang Gak Restaurant,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
SPLH-AZ8NW8,Mindful Juice Bar,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
JDSO-AD4RB8,Garcha Bros Meat Store,15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
GEDS-7GZU35,YL's Curry Bowl,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
HCAR-AW6SGS,RoDem Korea,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
GEDS-66BRLC,Sheraton Vancouver Guildford Hotel - Fresh Lounge,15269 104 Ave,Surrey,Restaurant,49.19170761,-122.79884338
GEDS-6UPMUE,Fresh Hair Concepts,15252 32 Ave,Surrey,Restaurant,49.06100845,-122.79846954
GEDS-7R4TU5,Hi Japanese Sushi,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333542,-122.798172
HCAR-C67QLQ,Quizno's Classic Subs #7266,15335 56th Ave,Surrey,Restaurant,49.10468961,-122.7980857
ACAK-8HLT5U,Semiahmoo House Society,15306 24 Ave,Surrey,Restaurant,49.04543686,-122.79802704
MARO-AZMPRS,Papa Murphy`s Pizza,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
HCAR-BTHQNJ,CEFA Morgan Crossing - Food Service,15350 Croydon Dr,Surrey,Restaurant,49.05980053,-122.79726935
HHIN-BD2Q4V,Garcha Bros Meat Shop and Poultry,15428 Fraser Hwy,Surrey,Restaurant,49.16326523,-122.79471588
A019546    ,Surrey Canadian Baseball (Lionel Courchene Park),99 Ave & 154 St,Surrey,Restaurant,49.18255615,-122.79538727
GEDS-7KFM8D,Red Rose Restaurant,2381 King George Blvd,Surrey,Restaurant,49.04478836,-122.79414368
HCAR-CGXR2V,Evergreen Hamlets at Fleetwood - Food Service,8382 156th St,Surrey,Restaurant,49.15501225,-122.79007253
HCAR-C5ETNR,Save On Foods #2255 - Restaurant/Kitchen,15615 104th Ave,Surrey,Restaurant,49.19271477,-122.78905179
NDAA-A9PNQA,Kids & Company Morgan Crossing South Surrey,15715 Croydon Dr,Surrey,Restaurant,49.0482254,-122.787117
HCAR-C2KVCH,Chipotle Mexican Grill #3736,15775 Croydon Dr,Surrey,Restaurant,49.04768715,-122.78492695
SPLH-9N6RN7,Chopped Leaf,15775 Croydon Dr,Surrey,Restaurant,49.04768753,-122.78492737
SPLH-9P8T6J,Kababji Grill,15775 Croydon Dr,Surrey,Restaurant,49.04768753,-122.78492737
NDAA-9CCPX5,Sammy J's Grill & Bar,15770 Croydon Dr,Surrey,Restaurant,49.04654694,-122.78452301
HCAR-ATHUTY,Noodlebox,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
NDAA-9HDSBY,Famoso Neapolitan,15865 Croydon Dr,Surrey,Restaurant,49.04587173,-122.78246307
SDFO-8HCV64,White Spot (Morgan Crossing),15877 Croydon Dr,Surrey,Restaurant,49.04615402,-122.78245544
HCAR-C5SNBH,Freshii (Fleetwood),15940 Fraser Hwy,Surrey,Restaurant,49.15704507,-122.78096494
SHEN-AKQNEW,Quizno's #674,15940 Fraser Hwy,Surrey,Restaurant,49.15704346,-122.78096771
A016730    ,North Surrey Secondary School Cafeteria,15945 96 Ave,Surrey,Restaurant,49.1770668,-122.7803421
A020070    ,Mac's Convenience Store #11095,1751 King George Blvd,Surrey,Restaurant,49.03381348,-122.77953339
HCAR-AWLS36,Don Asian Kitchen,2181 160 St,Surrey,Restaurant,49.0415802,-122.7795639
HCAR-BYBVNL,Meltwich Food Co,2245 160th St,Surrey,Restaurant,49.04289123,-122.77955252
NDAA-A6HSNT,Tim Hortons #1095,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
HCAR-C95NPF,Fraser Pizza.Com,16033 108th Ave,Surrey,Restaurant,49.1989669,-122.77775438
HCAR-CCUN8H,Pasta Timo,16033 108th Ave,Surrey,Restaurant,49.19883084,-122.77767616
SWOD-AETSW7,Bento Nouveau,2332 160 St,Surrey,Restaurant,49.04383087,-122.77640533
GEDS-7M6PXX,Tim Hortons #3304,16141 24 Ave,Surrey,Restaurant,49.0458107,-122.77575684
SPLH-AEPLC8,Kin Thai Kitchen & Bar,2443 161A St,Surrey,Restaurant,49.04699326,-122.77529907
HCAR-CC7RTV,Chatime (Grandview Corners),2443 161A St,Surrey,Restaurant,49.0469929,-122.77530006
ACAK-8WDT8J,Chef's Kebab Restaurant,16225 Fraser Hwy,Surrey,Restaurant,49.15490341,-122.77200317
A018365    ,Northview Golf & Country Club (Ridge Kiosk),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
A018238    ,Northview Golf & Country Club (Canal Kiosk),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
A018273    ,Northview Golf & Country Club (Kitchen/Duffey's Sports Grill),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
A018235    ,Northview Golf & Country Club (Palmer Dining Room),6857 168 St,Surrey,Restaurant,49.12596512,-122.75822449
A019867    ,Eurest Dining Services #63384,16705 Fraser Hwy,Surrey,Restaurant,49.14956665,-122.75801086
SDFO-8LUUGU,Cloverdale Country Farms - Deli,5688 168 St,Surrey,Restaurant,49.10517502,-122.75619507
SPLH-9P2SK9,Golden Sweets & Restaurant,6377 168 St,Surrey,Restaurant,49.11811066,-122.75689697
SHEN-AZMPT4,Tynehead Esso - Tim Hortons #6352,16815 96 Ave,Surrey,Restaurant,49.17726517,-122.75585938
SWOD-APSP3X,104 Sushi & Co.,10422 168 St,Surrey,Restaurant,49.19205856,-122.7562561
HCAR-AW9VDF,Blenz Coffee,16855 24 Ave,Surrey,Restaurant,49.04596329,-122.75524139
A017608    ,Nikko Sushi (Cloverdale),5676 176 St,Surrey,Restaurant,49.10555267,-122.7347641
SWOD-AF3Q48,Hansel Deli,5804 176 St,Surrey,Restaurant,49.10792542,-122.73477173
HCAR-BXTP8C,Just Cakes Bakeshop,17767 64th Ave,Surrey,Restaurant,49.11881527,-122.7309333
HCAR-BM4QK9,Salty's Fish & Chips (56th Ave),17750 56th Ave,Surrey,Restaurant,49.10394287,-122.73042297
A018350    ,Starbucks Coffee #139,17967 56 Ave,Surrey,Restaurant,49.10433578,-122.72502899
HCAR-C6XRT7,Kwantlen Polytechnic University Tech - Cafeteria #67623,5500 180th St,Surrey,Restaurant,49.10237811,-122.72388877
A018910    ,Hazelmere Golf & Tennis Club Main Dining Room,18150 8 Ave,Surrey,Restaurant,49.01621628,-122.71914673
NDAA-ALUNEN,HappyCakes CupCakes & More,18640 Fraser Hwy,Surrey,Restaurant,49.12546158,-122.70609283
HCAR-BYWN6J,Pizza Pizza Restaurant #565,18690 Fraser Hwy,Surrey,Restaurant,49.12447159,-122.70401783
GEDS-6NLNUT,Starbucks Coffee #4620,18737 Fraser Hwy,Surrey,Restaurant,49.1246376,-122.70301819
JDSO-ACRPBU,Taco Del Mar #1071,18775 Fraser Hwy,Surrey,Restaurant,49.12479401,-122.70209503
A017685    ,Clayton Heights Secondary School Cafeteria,7003 188 St,Surrey,Restaurant,49.12921524,-122.70191193
HCAR-AZYNBW,Home Slice Pizza,7170 188 St,Surrey,Restaurant,49.13292313,-122.70134735
HCAR-BD2P37,Tian Tian Restaurant,19289 No 10 Hwy,Surrey,Restaurant,49.1055069,-122.68824768
NDAA-92MTDP,Domino's Pizza #10024,19475 Fraser Hwy,Surrey,Restaurant,49.11542511,-122.6827774
HCAR-BLHNUB,Yakko Sushi,19537 Fraser Hwy,Surrey,Restaurant,49.11499575,-122.68167777
SHEN-AU2T99,Maple Pizza and Grace Market,10063 117 St,Surrey,Restaurant,49.18562317,-122.89888763
HCAR-C8ZPBD,Luke 15 House,11861 99th Ave,Surrey,Restaurant,49.18270227,-122.89396424
GEDS-65GQZK,Superior Produce,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
SPLH-9KKRYF,GNJ Vegetarian Bistro,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
SHEN-9QASUV,Pearl Fever Tea House,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
HCAR-C38QK6,Paratha 2 Pasta,8080 120th St,Surrey,Restaurant,49.15013643,-122.89001353
HCAR-CBWPNB,Berry Nourish'n Organic Kitchen,8160 120th St,Surrey,Restaurant,49.1515112,-122.89032281
HCAR-C5SPU8,Dairy Queen #27081,8140 120th St,Surrey,Restaurant,49.15114002,-122.89006646
A018356    ,IHOP #312,8170 120 St,Surrey,Restaurant,49.15202332,-122.89007568
A016803    ,McDonald's #8399,8586 120 St,Surrey,Restaurant,49.15930557,-122.89008331
NDAA-8RNNVR,555 Pizza Ltd,9192 120 St,Surrey,Restaurant,49.17027283,-122.88998413
PNEL-8Q9REB,Burger King #18332,10355 120 St,Surrey,Restaurant,49.19095612,-122.8907547
GEDS-7HVTQV,Tim Hortons #3226,6422 120 St,Surrey,Restaurant,49.11967468,-122.88996124
NDAA-9RPTJE,East West Fusion Kitchen,12043 88 Ave,Surrey,Restaurant,49.1633873,-122.88908386
HCAR-CLEQY5,Freshii #1556,12080 Nordel Way,Surrey,Restaurant,49.16109806,-122.8886041
SHEN-9YTTFZ,Booster Juice #278,12080 Nordel Way,Surrey,Restaurant,49.16109848,-122.88860321
SDFO-8MELM2,Breakthrough Lodge,2695 McBride Ave,Surrey,Restaurant,49.05179214,-122.88394928
A016609    ,Red Baron Restaurant,12180 Beecher St,Surrey,Restaurant,49.05223083,-122.88426971
HCAR-CJQU39,Philosophy Pizza House,12297 Industrial Rd,Surrey,Restaurant,49.21029482,-122.88168029
GEDS-66Z2DP,Khalsa School Cafeteria,6933 124 St,Surrey,Restaurant,49.12960434,-122.87927246
JDSO-AC7T7X,McDonald's # 40141,12451 88 Ave,Surrey,Restaurant,49.16571045,-122.87768555
SWOD-A3YVCN,Turf Hotel 1967 Ltd.,12411 King George Blvd,Surrey,Restaurant,49.20660019,-122.87798309
SHEN-A2FN38,Pizza 64,12499 88 Ave,Surrey,Restaurant,49.16335678,-122.87666321
SWOD-AG5UGV,"Green Indian Cuisine, Pizza & Sweets",12565 88 Ave,Surrey,Restaurant,49.16401672,-122.87477875
A018007    ,Sangam Palace,11267 125A St,Surrey,Restaurant,49.2073822,-122.87468719
GEDS-6D8TJW,Gulberg Tandoor & Donair,12578 72 Ave,Surrey,Restaurant,49.13327408,-122.87416077
HCAR-BCSTPX,Royal Curry Restaurant & Sweets,12588 72 Ave,Surrey,Restaurant,49.13370895,-122.87384033
LCOE-CM9S4E,Pizza Pizza #571,11018 126A St,Surrey,Restaurant,49.20314186,-122.87189106
HCAR-C47RHT,Pizza Avenue (128th St),6955 128th St,Surrey,Restaurant,49.12922399,-122.86808128
SDFO-8GPUJX,Top in Town Pizza,12788 76A Ave,Surrey,Restaurant,49.14218903,-122.86856079
NDAA-8WPTK6,Venetis Pizza,9591 128 St,Surrey,Restaurant,49.1766243,-122.86824799
SHEN-ABUP3P,The Samosa House,12837 88 Ave,Surrey,Restaurant,49.16276169,-122.8671875
SHEN-AP8MCX,Surrey - Punjab Dhaba,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
SHEN-AP5Q5S,World Famous Chicken World,12842 96 Ave,Surrey,Restaurant,49.17696381,-122.86654663
HCAR-CL6P9M,Morrison Cafe,12855 16th Ave,Surrey,Restaurant,49.03133655,-122.86632874
GEDS-6NKUWV,Gateway Pizza (Newton),12877 76 Ave,Surrey,Restaurant,49.14118576,-122.86594391
A018261    ,Dhoom Restaurant & Bar,7938 128 St,Surrey,Restaurant,49.14687347,-122.86576843
HCAR-B7CS7B,Mr Pickwick's Fish & Chips & Seafood Restaurant,12852 96 Ave,Surrey,Restaurant,49.17695236,-122.86568451
HCAR-CAFRA2,The Empire Banquet Hall,12888 80th Ave,Surrey,Restaurant,49.14813326,-122.86545042
JDSO-AC3PRJ,Basant Sweet,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
GEDS-7SQSSS,Aggarwal Sweets,8158 128 St,Surrey,Restaurant,49.15125275,-122.86511993
HCAR-C8FM4Z,Tokyo Mithaiwala,12950 80th Ave,Surrey,Restaurant,49.14796994,-122.86372443
JDSO-ACJV37,Asian Flavour Deli,13048 Old Yale Rd,Surrey,Restaurant,49.1888237,-122.86071777
JDSO-ACGS7Y,Ocean Park Pizza,13186 104 Ave,Surrey,Restaurant,49.19151306,-122.85719299
SYOG-5M55P6,St Bernadette Parish Hall,6555 132 St,Surrey,Restaurant,49.12138367,-122.85668182
GEDS-6TEV3Q,Panorama Ridge Secondary School Food Service,13220 64 Ave,Surrey,Restaurant,49.11878967,-122.8549881
NDAA-9PPT45,Domino's Pizza #10085,13391 72 Ave,Surrey,Restaurant,49.13381577,-122.85191345
NDAA-8WQRZD,Railway Cafe,13375 115 Ave,Surrey,Restaurant,49.21175003,-122.85179138
PGOO-63CUDS,Guru Lucky Snacks & Sweets,7660 134 St,Surrey,Restaurant,49.14197159,-122.85095978
HCAR-B7CRV4,Buona Pizza,13402 104 Ave,Surrey,Restaurant,49.19147491,-122.85085297
HCAR-BN3TTF,Sharetea,13402 104th Ave,Surrey,Restaurant,49.19148919,-122.85077811
HCAR-AU9VCN,Nesters Market - Deli Department,10835 City Pky,Surrey,Restaurant,49.19953156,-122.84906006
NDAA-92UNDS,Old Surrey Restaurant,13483 72 Ave,Surrey,Restaurant,49.13375473,-122.84889221
HCAR-BLKNGJ,Terracotta Tummy,13483 72nd Ave,Surrey,Restaurant,49.13375295,-122.84888847
SNOE-AE2SZG,Divine Delicacies,13483 78 Ave,Surrey,Restaurant,49.14465332,-122.84850311
HCAR-C3MU2V,Central City Taphouse & Kitchen,13450 102nd Ave,Surrey,Restaurant,49.18791904,-122.84876653
HCAR-BWESNU,Potato Corner,10153 King George Blvd,Surrey,Restaurant,49.18559446,-122.84740187
HCAR-BJDMAG,Gong Cha Bubble Tea Shop,10294 City Pky,Surrey,Restaurant,49.1897049,-122.84739685
GEDS-7FBP3Q,Pho Hoa Hong Vietnamese Restaurant,10302 City Pky,Surrey,Restaurant,49.18995667,-122.84738922
HCAR-BXLP95,Super Sendex Spanish Store,10302 City Pky,Surrey,Restaurant,49.18990947,-122.84734215
A017472    ,McDonald's #8606,6333 King George Blvd,Surrey,Restaurant,49.11831665,-122.84583282
GEDS-7V3QCJ,Price Pro - Deli,6899 King George Blvd,Surrey,Restaurant,49.1280365,-122.84596252
HCAR-BSKPM5,Circle K #11159,8007 King George Blvd,Surrey,Restaurant,49.1485101,-122.84605304
SHEN-ABRQQJ,Mucho Burrito (Fresh Mexican Restaurant),9666 King George Blvd,Surrey,Restaurant,49.17871857,-122.84526062
A019835   ,Boston Pizza #74,1081 Central City,Surrey,Restaurant,49.18592247,-122.84584777
HCAR-BC9TWR,A&W #0735,10153 King George Hwy,Surrey,Restaurant,49.18592072,-122.84584808
