TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
HCAR-AWERFN,Mezbaan (Indo Chinese Food),12790 96 Ave,Surrey,Restaurant,49.17702866,-122.86846161
KSMH-AK2REG,Ethical Addiction,1558 128 St,Surrey,Restaurant,49.03060532,-122.86736298
SYOG-5M56PQ,Punjab Sweet House,12818 72 Ave,Surrey,Restaurant,49.13371277,-122.86737823
HCAR-BLGP6A,Billy's Pizza & Curry House,8140 128 St,Surrey,Restaurant,49.15063477,-122.86732483
HCAR-C3TQAE,Madhur Sweets & Restaurant,8120 128th St,Surrey,Restaurant,49.1504823,-122.86729292
GEDS-77FUY9,Bollywood Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130615,-122.86739349
GEDS-6PNPVF,Garcha Bros Meat Shop,8166 128 St,Surrey,Restaurant,49.15130615,-122.86739349
HCAR-BQDTPQ,Chacha's Tandoor and Grill,12855 80th Ave,Surrey,Restaurant,49.14835473,-122.86615012
GEDS-7NQMLP,Afghan Chopan,12888 80 Ave,Surrey,Restaurant,49.147994999999995,-122.86605072
HCAR-BU7LPD,Butterfly Play Cafe,12871 16th Ave,Surrey,Restaurant,49.03144092,-122.86561488
SWOD-9Y2MB7,Lahori Sweets & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842987,-122.86514282
A013876    ,Gurdwara Sahib Dasmesh Darbar,12885 85 Ave,Surrey,Restaurant,49.1578064,-122.86528015
GEDS-7A3RL8,Kimbelee Place,12935 96 Ave,Surrey,Restaurant,49.17733765,-122.86410522
HCAR-CALPZ6,Wok One,8145 130th St,Surrey,Restaurant,49.1508377,-122.86234512
HCAR-AUHPDL,Tim Hortons #7386,12941 115 Ave,Surrey,Restaurant,49.21147537,-122.86243439
GEDS-5Z6MPG,Canadian Singh Sabha Gurdwara Society,8115 132 St,Surrey,Restaurant,49.15020752,-122.85710907
HCAR-CKKQ2M,Ice N Spice Restaurant & Bar,8553 132nd St,Surrey,Restaurant,49.15792174,-122.85695236
A020029    ,Kwantlen Park Secondary School Cafeteria,10441 132 St,Surrey,Restaurant,49.19221878,-122.85668182
NDAA-8YPQCC,Anand Pizza and Sweet Shop,13245 72 Ave,Surrey,Restaurant,49.13385391,-122.85542297
SWOD-APVTT6,Taj Park Convention Centre,8580 132 St,Surrey,Restaurant,49.15857697,-122.85548401
ACAK-9C6MAB,Bon Accord Care Services Ltd,13350 Old Yale Rd,Surrey,Restaurant,49.18612289,-122.8526001
JDSO-ACFM44,Waves Coffee House,10777 University Dr,Surrey,Restaurant,49.19836044,-122.85109711
SDFO-8MLMNB,Cafe Central,10350 University Dr,Surrey,Restaurant,49.1906662,-122.84945679
GEDS-6M4MKD,Sub Garden #1,13482 72 Ave,Surrey,Restaurant,49.13339233,-122.84889221
JDSO-AEFNMX,Spice of Nepal,13486 72 Ave,Surrey,Restaurant,49.13339233,-122.84879303
HCAR-BEYQ33,Take Five Cafe,13450 104 Ave,Surrey,Restaurant,49.19146347,-122.84889984
HCAR-C8FQZ5,OPA Souvlaki of Greece (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18559446,-122.84740187
HCAR-B7KUTN,Central Cafe,10252 City Pky,Surrey,Restaurant,49.18909454,-122.84738922
NDAA-BC2QPR,Donair Hub,10277 City Parkway,Surrey,Restaurant,49.18955231,-122.84788513
A018996    ,Pho Tam Vietnamese Restaurant,10302 City Pky,Surrey,Restaurant,49.18995667,-122.84738922
SHEN-APFTAF,The Gourmet Lunch Ladies,10727 135A St,Surrey,Restaurant,49.19752884,-122.84725952
HCAR-BG7R7C,Pardesi Sweets and Restaurant,13588 88 Ave,Surrey,Restaurant,49.16252899,-122.84686279
SYOG-5M553P,Queen Elizabeth Secondary School Cafeteria,9457 136th St,Surrey,Restaurant,49.17448202,-122.84658981
HCAR-B6J22M,Nickerson Place (Site #2),13550 105 Ave,Surrey,Restaurant,49.19296265,-122.84676361
SHEN-A63QD6,Barcelos Flame Grilled Chicken (King George),7577 King George Blvd,Surrey,Restaurant,49.14042282,-122.84593964
HCAR-BMRL7Y,Time to Grill Corp,8005 King George Blvd,Surrey,Restaurant,49.14834266,-122.84611974
SWOD-A59RBM,Blenz Coffee (Central City South),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
SHEN-A7TNAC,Wal-mart Supercentre #1205 - Deli,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
MARO-AWURFL,Quesada - Burritos & Tacos,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
ACAK-985LYR,Neptune Seafood Restaurant & Neptune Wonton Noodle,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
A018782    ,Subway #17467,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
GEDS-6FYVJP,White Spot #658,13580 102 Ave,Surrey,Restaurant,49.18766785,-122.84597778
SDFO-8MYVG8,Bubble 88,10209 King George Blvd,Surrey,Restaurant,49.18806458,-122.84606171
HCAR-BRXMC2,Rickshaw Chinese Food,10505 King George Blvd,Surrey,Restaurant,49.1934541,-122.84566372
SDFO-87RMVS,Nightshift Street Ministries (kitchen),10635 King George Blvd,Surrey,Restaurant,49.19579315,-122.8454361
SHEN-BCSV32,Royal Canadian Legion Branch #229 (King George Blvd),10767 King George Blvd,Surrey,Restaurant,49.19833755,-122.84600067
RORS-64MN7M,Subway #27963,6468 King George Blvd,Surrey,Restaurant,49.12029648,-122.84518433
A020094    ,Boston Pizza #73,7488 King George Blvd,Surrey,Restaurant,49.13853836,-122.84525299
SYOG-5M5622,Real Canadian Superstore #1521 - Deli,7550 King George Blvd,Surrey,Restaurant,49.1396637,-122.84526062
SWOD-AHGU84,Freshslice Pizza - Park Place,9908 King George Hwy,Surrey,Restaurant,49.18334579,-122.84499359
GEDS-6TKTH5,Izumo Sushi Japanese Restaurant,13631 100 Ave,Surrey,Restaurant,49.1844368,-122.84428406
SDFO-8BWQEE,Vlassis Souvlaki & Greek Taverna,10028 King George Blvd,Surrey,Restaurant,49.18496704,-122.8449707
A019543    ,Save On Foods #2207 - Deli,10312 King George Blvd,Surrey,Restaurant,49.18972778,-122.84488678
NDAA-8R8UMV,Fiji Canada Association,13629 108 Ave,Surrey,Restaurant,49.19896698,-122.84436035
SPLH-ASQPK5,What The Pho,13655 72 Ave,Surrey,Restaurant,49.13373947,-122.84391785
HCAR-CKYMPJ,Rice and Noodle (George Jct),13639 George Jct,Surrey,Restaurant,49.18178047,-122.84348076
HCAR-AVPVK9,Merienda Bakeshop,10059 Whalley Blvd,Surrey,Restaurant,49.18533707,-122.84367371
HCAR-CCYL2T,Samosa Village,13652 Grosvenor Rd,Surrey,Restaurant,49.19981323,-122.84390376
RORS-67JTWY,Surrey Memorial Hospital #63229 (Java Express),13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
NDAA-9NUQZV,Starbucks Coffee #22435,13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
DMIL-AC3L9S,Boulevard Shelter,10677 Whalley Blvd,Surrey,Restaurant,49.19652939,-122.84266663
GEDS-72NPVF,Creekside Withdrawal Management Centre,13740 94A Ave,Surrey,Restaurant,49.17451096,-122.84204865
SHEN-AZMNFV,Kim's Deli,13740 104 Ave,Surrey,Restaurant,49.19140625,-122.84137726
SWOD-AHFN3G,Captain Meat & Poultry Ltd (72nd Ave),13753 72 Ave,Surrey,Restaurant,49.13376999,-122.8405838
SHEN-9YPQN6,Don Chepe's Restaurant,13780 104 Ave,Surrey,Restaurant,49.19140625,-122.84050751
HCAR-BYGRUE,Carr's Place (13804 Surrey),13804 Grosvenor Rd,Surrey,Restaurant,49.20210079,-122.83926505
A017823    ,Dairy Queen #27109,7115 138 St,Surrey,Restaurant,49.13203812,-122.83917999
HCAR-BLGQR2,Spice Villa,7115 138 St,Surrey,Restaurant,49.13203812,-122.83917999
A014563    ,Westminster House Food Service,1653 140 St,Surrey,Restaurant,49.03243637,-122.83638763
HCAR-CJMNKL,Circle K #11109,13983 16th Ave,Surrey,Restaurant,49.03124986,-122.8349884
GEDS-68DU3X,Vedic Hindu Cultural Society,8321 140 St,Surrey,Restaurant,49.15294647,-122.83495331
SDFO-8L8SZK,7-Eleven #34907,13993 Fraser Hwy,Surrey,Restaurant,49.17928314,-122.83482361
HCAR-BA9QLB,Belles Cafe,14007 32 Ave,Surrey,Restaurant,49.06040573,-122.83325195
GEDS-69G2FV,Occasions at the Pond,14245 56 Ave,Surrey,Restaurant,49.10531998,-122.82796478
SHEN-ANSLB4,Top In Town Pizza,14330 64 Ave,Surrey,Restaurant,49.1185112,-122.8252182
JDSO-AD4M9J,Donair Affair,14350 64 Ave,Surrey,Restaurant,49.11891937,-122.82463074
HCAR-CBWPBX,Lyra Lou Cakes,14370 64th Ave,Surrey,Restaurant,49.11909474,-122.82418365
HPAR-AFGRCA,7-Eleven (Canada Store #37865H),14445 64 Ave,Surrey,Restaurant,49.11930466,-122.82268524
JDSO-ACAMN8,McDonald's #22357,14476 104 Ave,Surrey,Restaurant,49.1913147,-122.82080078
GEDS-6TCTLH,Bento Nouveau (RCSS #1556),14650 104 Ave,Surrey,Restaurant,49.19123459,-122.81602478
HCAR-C5JLE4,Greek Island Pizza,14657 108th Ave,Surrey,Restaurant,49.19877404,-122.81597504
A016828    ,South Surrey Ice Arena - Upper Concession,2199 148 St,Surrey,Restaurant,49.04156876,-122.81524658
HCAR-BEFPJF,Softball City - Bullpen,2201 148 St,Surrey,Restaurant,49.04327393,-122.81479645
HCAR-BANUBQ,UR Restaurant,14752 108A Ave,Surrey,Restaurant,49.19953156,-122.81371307
ACAK-8XGSTR,Guildford Pizza & Pasta,10790 148 St,Surrey,Restaurant,49.19814301,-122.81225586
GEDS-7J4MNB,Freedom Place,10342 148 St,Surrey,Restaurant,49.19020081,-122.81169891
NDAA-9GUMV3,Sportica's Excellent Ice - On Ice Grill,15000 54A Ave,Surrey,Restaurant,49.10157776,-122.80802155
GEDS-84RPVZ,Surrey Damiko Sushi,2950 King George Blvd,Surrey,Restaurant,49.05568314,-122.80555725
HCAR-BU7L35,Eggcetra Breakfast Cafe,2940 King George Blvd,Surrey,Restaurant,49.05558062,-122.80546001
HCAR-BZFNNA,Tiny Hoppers Early Learning South Surrey - Food Service,15045 32nd Ave,Surrey,Restaurant,49.06120801,-122.80548186
HCAR-AVZUVM,Fresh Street Market #8 - Sandwich Bar,15127 Hwy 10,Surrey,Restaurant,49.10542516,-122.8052317
SPLH-9KHPNC,Landmark Cinemas 12 Guildford Surrey - Concession,15051 101 Ave,Surrey,Restaurant,49.18627167,-122.80501556
NDAA-8R5QP2,Guildford Wal-Mart #3098 Bakery/Deli,1000 Guildford Town Centre,Surrey,Restaurant,49.18799813,-122.80465449
NDAA-9BHTGZ,Kung Pao Wok,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
NDAA-9H3PTE,Curry Indian Cuisine,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
SHEN-AZET3G,Presotea Guildford Mall,10355 152nd St,Surrey,Restaurant,49.19192586,-122.8042654
SYOG-5M546R,Peace Portal Alliance Church - Commercial Kitchen,15128 27B Ave,Surrey,Restaurant,49.05269623,-122.80344391
NDAA-9R9MQD,Scott Hill Pizza,15154 Fraser Hwy,Surrey,Restaurant,49.16640091,-122.80266571
SHEN-ABJTGL,Il Uk Jo Restaurant Ltd.,15188 Fraser Hwy,Surrey,Restaurant,49.16616058,-122.80203247
HCAR-C2CTRL,Hang Lee Wok (Surrey),1711 152nd St,Surrey,Restaurant,49.0331143,-122.80166896
HCAR-B9MRLV,COBS Bread #9066,5717 152 St,Surrey,Restaurant,49.10654449,-122.80143738
A019571    ,Newton Girls Softball Concession (Sullivan Park),6272 152 St,Surrey,Restaurant,49.11688232,-122.8007431
HCAR-BGKPMK,Fraserview Meats,8926 152 St,Surrey,Restaurant,49.16508484,-122.80078125
HCAR-BTGUAP,D-Plus Pizza (152nd St),9547 152nd St,Surrey,Restaurant,49.17590414,-122.80128332
HCAR-CK7MWZ,Hellcrust Pizza (Guildford),10070 152nd St,Surrey,Restaurant,49.18554052,-122.80084044
A019458    ,Canadian 2 For 1 Pizza (152nd St),10070 152 St,Surrey,Restaurant,49.18541336,-122.80059814
A018937    ,Jade Valley Restaurant,10090 152 St,Surrey,Restaurant,49.18575287,-122.80058289
HCAR-BJAVC6,Red Robin Gourmet Burgers (Guildford),10237 152 St,Surrey,Restaurant,49.18841553,-122.80130005
A019157,McDonald's #8159,10250 152nd St,Surrey,Restaurant,49.18882597,-122.80093394
HHIN-BTGPG4,Zad Halal Market,10330 152nd St,Surrey,Restaurant,49.19019334,-122.80084479
HCAR-CAVRAM,Chicko Chicken (Guildford),10330 152nd St,Surrey,Restaurant,49.19019334,-122.80084479
HCAR-CARRJV,Milestones Restaurants (Store #5262),10355 152nd St,Surrey,Restaurant,49.19062472,-122.80092499
HPAR-AFGPRP,7-Eleven (Canada Store #37866H),10376 152 St,Surrey,Restaurant,49.19106674,-122.80052185
HCAR-BJTP2Z,Pho Hoa Restaurant,1724 152 St,Surrey,Restaurant,49.03325272,-122.80094147
A016904    ,Starbucks Coffee #194,1730 152 St,Surrey,Restaurant,49.0334053,-122.80092621
GEDS-6VQNPM,Baselines Pub,1938 152 St,Surrey,Restaurant,49.03725052,-122.80091858
NDAA-9KDS9C,Branch 8 Canteen,2290 152 St,Surrey,Restaurant,49.04346848,-122.8009491
GEDS-6HQPVN,Starbucks Coffee #4593,2670 152 St,Surrey,Restaurant,49.05026627,-122.80093384
HCAR-BCLQZF,Punje Spice Restaurant,2828 152 St,Surrey,Restaurant,49.0532608,-122.80090332
HCAR-BD3QD4,Pizza Empire,2982 152 St,Surrey,Restaurant,49.05569839,-122.80091095
NDAA-9C4RHK,Subway #26341,2990 152 St,Surrey,Restaurant,49.05622864,-122.80089569
GEDS-65FPRC,Kim Hoang Restaurant,10330 152 St,Surrey,Restaurant,49.19026947,-122.8000946
HCAR-CF5U8D,Reflections Banquet and Convention Centre,6638 152A St,Surrey,Restaurant,49.12314231,-122.79937176
HCAR-BZ8NLM,Kwantlen Pizza & Sweets (152A St),6680 152A St,Surrey,Restaurant,49.12399062,-122.79940958
HCAR-BJKP2Z,Super Vege Pizza (Unit 117),15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
A019565    ,On Yuen Chinese Restaurant,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
SPLH-ARLUG4,Lazeez Pizza,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
SHEN-9YTPMB,Chan's Kitchen,15277 100 Ave,Surrey,Restaurant,49.18444061,-122.79878998
HCAR-B8BV64,Lele Cafe,15300 105 Ave,Surrey,Restaurant,49.19317627,-122.79771423
HCAR-BANTTS,Sushi Mori Japanese Restaurant (South Surrey),15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
ACAK-9CAMG4,Safeway #4914 - China Kitchen,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
SHEN-9QASZ2,The Taphouse,15330 102A Ave,Surrey,Restaurant,49.18861389,-122.79749298
ACAK-8UDNUP,Newton Pizza (South Surrey),2570 King George Blvd,Surrey,Restaurant,49.04892349,-122.79711151
GEDS-66CSJH,Sunnyside Park Concession,15455 26 Ave,Surrey,Restaurant,49.04941177,-122.79443359
NDAA-9DGPS6,Whitecliff Residence Foods Services,15501 16 Ave,Surrey,Restaurant,49.0312767,-122.79307556
SHEN-B7BQC5,Best Western Peace Arch Inn,2293 King George Blvd,Surrey,Restaurant,49.04345703,-122.79142761
HCAR-BV7NVA,German Doner Kebab (Fleetwood),15551 Fraser Hwy,Surrey,Restaurant,49.16241879,-122.79125861
A016980    ,Fleetwood Park Secondary School,7940 156 St,Surrey,Restaurant,49.14718628,-122.7898407
HCAR-C5ETLE,Save On Foods #2255 - Deli,15615 104th Ave,Surrey,Restaurant,49.19271477,-122.78905179
HCAR-BMFNK2,Ricky's Country Restaurant (King George Blvd),2160 King George Blvd,Surrey,Restaurant,49.0414101,-122.78780138
SDFO-8MYUXQ,Sushi Castle,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
NDAA-93TW5R,Starbucks Coffee #18290,15850 26 Ave,Surrey,Restaurant,49.04901123,-122.78305054
HCAR-CF2UBV,Famoso Italian Pizzeria & Breakfast Trattoria,15865 Croydon Dr,Surrey,Restaurant,49.04587135,-122.78245943
GEDS-7HQP4F,Wal-Mart #5853 - Deli/Bakery,2355 160 St,Surrey,Restaurant,49.04439163,-122.78143311
HCAR-BQ9U6G,Delight Indian Bistro,2215 160th St,Surrey,Restaurant,49.0420561,-122.77977157
HCAR-AWTMSA,Sunny Dragon Restaurant,15988 Fraser Hwy,Surrey,Restaurant,49.15724945,-122.77954102
HCAR-C43TDY,Subway #28648,15976 108th Ave,Surrey,Restaurant,49.19859349,-122.77942957
JDSO-ACANKX,Dad's Donair & Specialty Foods,15989 108 Ave,Surrey,Restaurant,49.19895935,-122.77929688
HCAR-C4YRFV,Steve's Poke Bar (Grandview Corners),2245 160th St,Surrey,Restaurant,49.04289123,-122.77955252
SDFO-87TMCK,Five Guys Burgers & Fries,2245 160 St,Surrey,Restaurant,49.04289246,-122.77955627
SPLH-AZWSP7,Top In Town Pizza (Fraser Hwy),16016 Fraser Hwy,Surrey,Restaurant,49.15693283,-122.77828217
SODN-672P3Z,Nesters Market Deli & Bakery,16033 108 Ave,Surrey,Restaurant,49.19896698,-122.77775574
HCAR-BP5QNJ,Chicago Pizza,16033 108th Ave,Surrey,Restaurant,49.1989669,-122.77775438
SHEN-AZ7MAQ,Big Star Sandwich Co (24th Ave),16050 24 Ave,Surrey,Restaurant,49.04470444,-122.77767944
HCAR-B7YPEQ,Papa Joe's Pizza,16055 Fraser Hwy,Surrey,Restaurant,49.15694046,-122.77709961
NDAA-8WZLHY,Dragon's Chop Suey House,16055 Fraser Hwy,Surrey,Restaurant,49.15694046,-122.77709961
HCAR-BYXN55,Papa Joe's Pizza,16055 Fraser Hwy,Surrey,Restaurant,49.1569391,-122.77710268
A019745    ,Fraser Heights Secondary School Cafeteria,16060 108 Ave,Surrey,Restaurant,49.19859695,-122.77693176
SWOD-AEQPQX,Real Canadian Superstore #1551 - Deli,2332 160 St,Surrey,Restaurant,49.04383087,-122.77640533
GEDS-6E3N2T,Crescent Gardens Food Service,1222 King George Blvd,Surrey,Restaurant,49.02445221,-122.7667923
HCAR-BU4N2D,Sushi Shun,16780 64th Ave,Surrey,Restaurant,49.11868842,-122.75753449
SWOD-9YWMPT,Surrey Golf Club Bar,7700 168 St,Surrey,Restaurant,49.14223862,-122.75631714
HCAR-C48QP5,Cafe Rosen,10422 168th St,Surrey,Restaurant,49.19205936,-122.75625586
HCAR-AYVN47,Original Joe's Restaurant & Bar,17455 No 10 Hwy,Surrey,Restaurant,49.10436862,-122.73959754
HCAR-BEFMFE,Sweet Avenue Bakery,17455 No 10 Hwy,Surrey,Restaurant,49.10436862,-122.73959754
HCAR-BJCUNS,Coast & Country Diner,17608 56 Ave,Surrey,Restaurant,49.10399246,-122.73468018
SDFO-8LML24,Panago #80,5669 176A St,Surrey,Restaurant,49.10533524,-122.73387909
NDAA-8ZRP23,The Henry Public House,5708 176 St,Surrey,Restaurant,49.10625076,-122.73474884
PNEL-8QKN49,Canuel Caterers - Agriplex,6050A 176 St,Surrey,Restaurant,49.11225891,-122.73472595
JDSO-AE2MNU,Golden Medal Restaurant,5619 176A St,Surrey,Restaurant,49.10463715,-122.73383331
SHEN-9SSQ9R,Rangoli Catering & Sweets Ltd.,17665 66A Ave,Surrey,Restaurant,49.12352371,-122.7332077
HCAR-AZXQVR,Save On Foods #2215 - Wine,17745 64 Ave,Surrey,Restaurant,49.11971664,-122.73192596
HCAR-C74PTX,Umami Sushi (64th Ave),17725 64th Ave,Surrey,Restaurant,49.11879843,-122.73152221
GEDS-75PLQX,Rusty's Neighbourhood Pub,17770 56 Ave,Surrey,Restaurant,49.10255432,-122.73039246
HCAR-CFSMBY,Grewal Sweets & Food / Khalas Sweets & Food,17760 56th Ave,Surrey,Restaurant,49.10412243,-122.73060109
ACAK-96MPND,Elements Casino - Foodies,17755 60 Ave,Surrey,Restaurant,49.11171722,-122.72962952
NDAA-9FJTXM,Pacific Community Church,5337 180 St,Surrey,Restaurant,49.0997963,-122.72419739
A017390    ,Clover Hill Market,5996 184 St,Surrey,Restaurant,49.11122513,-122.71237183
HCAR-BDRV5B,Aka Sushi,18408 64 Ave,Surrey,Restaurant,49.11859131,-122.71199036
HCAR-BCSPHK,The Lunch Lady (Surrey),18651 52 Ave,Surrey,Restaurant,49.09727478,-122.70622253
HCAR-BKDQCL,Yotii Frozen Yogurt & Bubble Tea,18696 Fraser Hwy,Surrey,Restaurant,49.12429047,-122.70365906
HCAR-BCLQF8,Sockeye Sushi,18818 68 Ave,Surrey,Restaurant,49.12601089,-122.70109558
MARO-B8MT96,O My Tea Cafe,6820 188 St,Surrey,Restaurant,49.12660599,-122.70143127
HCAR-BA9R6L,The Bean Factory,18812 96 Ave,Surrey,Restaurant,49.17684555,-122.70088959
SHEN-9YTQ9N,Tobiko Sushi,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
SDFO-87ZM4C,Subway #47192,2725 192 St,Surrey,Restaurant,49.05220032,-122.69181824
HCAR-B7YVBD,Ike Sushi,19188 72 Ave,Surrey,Restaurant,49.13346481,-122.6915741
SWOD-AQNTUW,Ramada Hotel - Breakfast Bar,19225 No 10 Hwy,Surrey,Restaurant,49.10466385,-122.69026947
GEDS-76LVCK,Ricky's Country Restaurant - Cloverdale,19219 56 Ave,Surrey,Restaurant,49.10427856,-122.69015503
HCAR-BVJN4W,Corner Cafe (Surrey),19415 56th Ave,Surrey,Restaurant,49.10463067,-122.68521544
GEDS-7KMPWY,Delicious Korean Chicken,19475 Fraser Hwy,Surrey,Restaurant,49.11542511,-122.6827774
A019048    ,Samz Neighborhood Pub,19580 56 Ave,Surrey,Restaurant,49.10422134,-122.68049622
NDAA-9EWU8F,Chili House Restaurant,19571 Fraser Hwy,Surrey,Restaurant,49.11450577,-122.68063354
SHEN-B32QLT,Panago Pizza #34,7310 120 St,Surrey,Restaurant,49.13578796,-122.89000702
NDAA-BCKQA9,Krishna's Dosa Palace,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
HCAR-BGUPAC,Showshaa,7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
HCAR-BM4PHM,Purple Tulip,8140 120th St,Surrey,Restaurant,49.15114002,-122.89006646
SHEN-A6QNHL,Chongqing Restaurant,8220 120 St,Surrey,Restaurant,49.15256882,-122.89004517
SHEN-ATTV6D,Kerala Kitchen,9386 120 St,Surrey,Restaurant,49.17370605,-122.88991547
GEDS-7MMUPB,Pizza 24 (Surrey),9514 120 St,Surrey,Restaurant,49.17605209,-122.88986969
SHEN-AMTPVU,Starbucks Coffee #29383,10385 120 St,Surrey,Restaurant,49.19157791,-122.89069366
HCAR-ATHRE5,Domino's Pizza #10063,9450 120 St,Surrey,Restaurant,49.17459869,-122.88900757
JRON-6M3P9A,Fraserway Meat,12047 80 Ave,Surrey,Restaurant,49.14874268,-122.88873291
SDFO-8HEPAH,KFC #1838,12121 72 Ave,Surrey,Restaurant,49.1342659,-122.88751984
GEDS-6WVQM8,PICS - Assisted Living Food Service,12075 75A Ave,Surrey,Restaurant,49.14031601,-122.88793945
SDFO-8C524N,Bread Garden Catering,12117 86 Ave,Surrey,Restaurant,49.15976715,-122.88712311
GEDS-65QN9E,Cineplex Odeon,12161 72 Ave,Surrey,Restaurant,49.13501358,-122.8864975
SDFO-8FEUYM,Hooked Fish Bar,12157 Beecher St,Surrey,Restaurant,49.05231094,-122.88477325
HCAR-C8TNU2,Fong's Eatery,12308 Beecher St,Surrey,Restaurant,49.0528122,-122.88084142
NDAA-97WT8K,The Cabin,12302 Beecher St,Surrey,Restaurant,49.05286026,-122.88098145
SPLH-9SZU57,Aria Banquet & Convention Centre,12350 Pattullo Pl,Surrey,Restaurant,49.20319748,-122.88030243
RORS-65WV39,Subway #32336,12355 Pattullo Pl,Surrey,Restaurant,49.20327759,-122.87979889
SHEN-ABMQBQ,Kairali Village Restaurant,12414 82 Ave,Surrey,Restaurant,49.15186691,-122.87853241
NDAA-9PPQAD,Khalsa Secondary School (High School),10677 124 St,Surrey,Restaurant,49.19613647,-122.87891388
ACAK-98UPSS,Bridgeview Community Centre,11475 126A St,Surrey,Restaurant,49.21140671,-122.8710556
MARO-B36VDN,Toor Sweets Ltd,12736 80 Ave,Surrey,Restaurant,49.14802933,-122.86972046
HCAR-C7ZMG9,Sidhu Meat Corner,12788 76A Ave,Surrey,Restaurant,49.14218908,-122.86855856
HCAR-C5AP8V,Aarav Punjabi Kulfi,8334 128th St,Surrey,Restaurant,49.15416406,-122.86795305
HCAR-BYTSVE,Donair Hut (128th St),9627 128th St,Surrey,Restaurant,49.17775767,-122.86821562
HCAR-BA7U2C,Seriously Good Catering (Royal Cdn Legion),2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
JCOE-67H9A4,Royal Canadian Legion Branch #240,2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
ACAK-962S88,Beast & Brine Local Provisions,12823 Crescent Rd,Surrey,Restaurant,49.0532074,-122.86698151
GEDS-6YDQLJ,Fieldstone Artisan Breads,12823 Crescent Rd,Surrey,Restaurant,49.0532074,-122.86698151
SHEN-AP8NJL,Pho 99 Express,12837 76 Ave,Surrey,Restaurant,49.14118576,-122.8666687
HCAR-BVNNEX,Donair Dude (Surrey),12830 96th Ave,Surrey,Restaurant,49.17696905,-122.86709444
A014053    ,Little Caesars Pizza #456-004,12830 96 Ave,Surrey,Restaurant,49.17696762,-122.86709595
A019866    ,Pak Punjab Sweets & Somosas House,12835 96 Ave,Surrey,Restaurant,49.17731857,-122.86660004
GEDS-6QPNYJ,Ocean Park Pizza & Village Pub,12822 16 Ave,Surrey,Restaurant,49.03112793,-122.86680603
HCAR-BEVSX8,Saba Foods,12889 84 Ave,Surrey,Restaurant,49.15556717,-122.86573029
GEDS-7F9PV7,Morrison Cafe,12855 16 Ave,Surrey,Restaurant,49.03144455,-122.86587524
HCAR-BG7PJE,King Sushi (16th Ave),12883 16 Ave,Surrey,Restaurant,49.03144073,-122.86542511
A017695    ,Princess Margaret Secondary School Cafeteria,12870 72 Ave,Surrey,Restaurant,49.13357925,-122.86538696
HCAR-ASQMHF,Desi Bites Restaurants,12877 80 Ave,Surrey,Restaurant,49.14842987,-122.86514282
ACAK-8XKQ6L,Sikh Academy,12895 85 Ave,Surrey,Restaurant,49.15761185,-122.86500549
A019749    ,Delta Pizza,12921 84 Ave,Surrey,Restaurant,49.1555748,-122.86452484
HCAR-BA2VF7,Canuel Caterers-Life Labs (Surrey),7455 130 St,Surrey,Restaurant,49.13853073,-122.86201477
HCAR-BJ5PGE,Gulberg Catering & Production Centre,8322 130 St,Surrey,Restaurant,49.15374756,-122.86203766
HCAR-C5JLP6,Camellia Residences - Food Service,10928 132nd St,Surrey,Restaurant,49.20145603,-122.85614841
HCAR-B6J27A,Steve Cobon Building (Site #3),13455 107A Ave,Surrey,Restaurant,49.19756699,-122.84953308
HCAR-C88TD9,Corporate Classic Caterers #63635 - NAV Canada,7421 135th St,Surrey,Restaurant,49.13779374,-122.84843381
GEDS-6KQRHX,Bombay Banquet Hall,7475 135 St,Surrey,Restaurant,49.13828659,-122.8487854
HCAR-BL927Q,Dairy Queen/Orange Julius (Central City),2591C,Surrey,Restaurant,49.18791904,-122.84876653
