TRACKINGNUMBER,NAME,CITY,ADDRESS,LONGITUDE,LATITUDE,UTMX,UTMY
ACAK-8VPPA4,Quiznos Classic Subs #12964,Surrey,17455 No 10 Hwy,-122.73959754,49.10436862,519006.6560618466,5439090.699399581
SHEN-9W7N2C,Charcoal & Woodz,Surrey,17530 64 Ave,-122.73720551,49.11854172,519175.7858099691,5440666.886469546
HCAR-CEZUGR,Canadian 2 For 1 Pizza (175A St),Surrey,358 175A St,-122.73592932,49.00819947,519311.6160355115,5428400.868782241
HCAR-CG9PHR,Mink Chocolates,Surrey,358 175A St,-122.73592932,49.00819947,519311.6160355115,5428400.868782241
SDFO-8KCLSD,Shannon Donair,Surrey,17581 57 Ave,-122.73535919,49.10609818,519315.3396674276,5439284.041052558
HCAR-B3WMVR,Pizza Boss,Surrey,5775 176 St,-122.73518372,49.10733795,519327.6651527404,5439421.907483688
GEDS-74DUWT,Starbucks Coffee #4775,Surrey,6476 176 St,-122.73457336,49.12001038,519367.27845728054,5440830.8229543045
GEDS-6LD2F9,Honeybee Centre - Kitchen,Surrey,7480 176 St,-122.73415375,49.13885498,519390.5456083295,5442925.83904032
A018520    ,McDonald's #8616,Surrey,17635 64 Ave,-122.73375702,49.11896896,519427.2506975775,5440715.259960193
SHEN-B23V6E,Townline Pizza,Surrey,17767 64 Ave,-122.73023987,49.11898422,519683.88422738144,5440717.863993486
SDFO-88VT2K,Elisabeth's Chalet Restaurant,Surrey,17785 56 Ave,-122.72986603,49.10429764,519716.9819010755,5439085.294594506
NDAA-A6USGM,Elements Casino - Molson Canadian Lounge,Surrey,17755 60 Ave,-122.72962952,49.11171722,519731.3023702461,5439910.169855364
A017781    ,Elements Casino - Homestretch,Surrey,17755 60 Ave,-122.72962952,49.11171722,519731.3023702461,5439910.169855364
ACAK-96MQ4H,Dragon Lounge,Surrey,17755 60 Ave,-122.72962952,49.11171722,519731.3023702461,5439910.169855364
NDAA-9H4SAQ,Sharondale Lodge,Surrey,17826 57 Ave,-122.7287674,49.10591507,519796.5270060647,5439265.385982947
NDAA-AN9QXE,Wendy's #25,Surrey,17911 56 Ave,-122.72669983,49.10441208,519948.0355892642,5439098.844999683
JDSO-ACVPWV,Booster Juice (Fraser Hwy),Surrey,18640 Fraser Hwy,-122.70609283,49.12546158,521443.05289151304,5441444.4882273935
MMAR-873Q9Y,Memphis Blues BBQ,Surrey,18690 Fraser Hwy,-122.70401764,49.12446976,521594.88632254576,5441334.819447143
HCAR-CGPUEC,Chicko Chicken (Clayton),Surrey,18696 Fraser Hwy,-122.70365737,49.12429034,521621.2496094891,5441314.976519013
HCAR-BYXNCT,COBS Bread (Clayton Crossing),Surrey,18775 Fraser Hwy,-122.7020931,49.12479487,521735.15857642284,5441371.511356002
HCAR-BWBR6C,Christina Chocolate Surrey,Surrey,6820 188th St,-122.70143301,49.1266045,521782.52571721014,5441572.872902051
NDAA-93UU5A,Tim Hortons #4510,Surrey,2711 192 St,-122.69181824,49.05150986,522517.9229374487,5433227.654220769
MARO-B37PB7,Quesada #148,Surrey,2711 192 St,-122.69181824,49.05150986,522517.9229374487,5433227.654220769
JDSO-ACHTG3,Pizza Knight,Surrey,19161 Fraser Hwy,-122.69181824,49.11961365,522487.14941588644,5440798.52673954
SPLH-ASNP2T,7-Eleven #38206,Surrey,19161 Fraser Hwy,-122.69181824,49.11961365,522487.14941588644,5440798.52673954
SWOD-AHJP6S,Non Stop Pizza & Curry,Surrey,19188 72 Ave,-122.6915741,49.13346481,522498.69589682156,5442338.397695891
NDAA-9L2T78,7-Eleven #36022H,Surrey,19188 72 Ave,-122.6915741,49.13346481,522498.69589682156,5442338.397695891
A018392    ,Port Kells Cafe,Surrey,9531 192 St,-122.69084167,49.17562866,522532.99150031817,5447025.886931655
SHEN-A7GQGT,Tomu Sushi,Surrey,9613 192 St,-122.6907196,49.17736053,522541.10210660007,5447218.452548818
KSMH-ASJPMA,Baron's Manor Pub,Surrey,9568 192 St,-122.69012451,49.17632294,522584.9457235651,5447103.282621474
HCAR-BM8NNM,Happy Cuisine Restaurant,Surrey,19289 Langley Bypass,-122.68848724,49.10551525,522736.6447549288,5439232.240875543
SHEN-BCSVDK,Haru Japanese Restaurant,Surrey,19390 68 Ave,-122.68582153,49.12623978,522921.6576257596,5441536.933160428
HCAR-BD4LQ3,Corner Cafe,Surrey,19415 56 Ave,-122.68521881,49.10462952,522975.6089965637,5439134.762465664
SDFO-8ACT64,Mercy Ministries - Residential Care Service,Surrey,19465 16 Ave,-122.68419647,49.03128433,523084.18103061954,5430981.557039115
HCAR-CJVQK9,Ooh Shawarma La La Lounge,Surrey,19537 Fraser Hwy,-122.68167777,49.11499575,523229.2260631983,5440288.225978697
GEDS-7VFVD6,Brookside Lodge,Surrey,19550 Fraser Hwy,-122.68094635,49.11413956,523283.00128723035,5440193.270158881
A019679    ,Kimchi Palace Restaurant,Surrey,6019 196 St,-122.68026733,49.11155701,523333.76403007715,5439906.384154289
HCAR-C5QM6K,Dhaba Dosa Indian Grill,Surrey,6019 196th St,-122.67997133,49.11163729,523355.32809123385,5439915.399828867
GEDS-65VQV3,Green Lettuce Restaurant,Surrey,6350 120 St,-122.89006042,49.11815643,508022.2193156562,5440596.624869184
HCAR-BH7U4H,Anjan's Delights,Surrey,6350 120 St,-122.89006042,49.11815643,508022.2193156562,5440596.624869184
HCAR-BJHVJ9,Westin Pizza,Surrey,7182 120th St,-122.89012146,49.13365173,508015.2673570917,5442319.19469271
HCAR-CGKNEL,Dream Banquet Hall,Surrey,7236 120th St,-122.89031375,49.13469153,508001.07310715906,5442434.766669781
HCAR-BQHV2W,Apna Chaat House,Surrey,7500 120th St,-122.8900684,49.13913715,508018.25306111074,5442929.0027407855
GEDS-7HVV7W,Apna Chaat House,Surrey,7500 120 St,-122.89006805,49.13913727,508018.2785702453,5442929.016117978
GEDS-69LMHM,Non Stop Pizza (120th St),Surrey,7500 120 St,-122.89006805,49.13913727,508018.2785702453,5442929.016117978
SWOD-APSPEM,Just Cakes Bakeshop,Surrey,7548 120 St,-122.89000702,49.13980865,508022.6216454392,5443003.658500819
SWOD-AL5UUH,Sahota's Live Grill,Surrey,7548 120 St,-122.89000702,49.13980865,508022.6216454392,5443003.658500819
RORS-5Y9NE5,Tim Hortons #458,Surrey,8080 120 St,-122.89001465,49.15013504,508020.3983688567,5444151.622141926
MARO-B39VCZ,Lee Garden Seafood Restaurant,Surrey,8080 120 St,-122.89001465,49.15013504,508020.3983688567,5444151.622141926
SDFO-894NSA,Nav Sweets and Restaurant,Surrey,8140 120 St,-122.89006805,49.15113831,508016.3424408018,5444263.148149935
GEDS-75NVFM,Krishnas Dosa Grill,Surrey,8910 120 St,-122.89006805,49.1651535,508014.0809192376,5445821.192806103
HCAR-BCUPTK,Namdhari's Punjabi Spice,Surrey,9172 120 St,-122.88999176,49.16998291,508018.86255119584,5446358.078996652
HCAR-BGKUB2,Taste of Lahore Restaurant & Sweets,Surrey,9526 120 St,-122.88986969,49.17621231,508026.7534004915,5447050.605455314
NDAA-9QCMD8,Flex Fitness Club,Surrey,7130 120 St,-122.88946533,49.13256454,508063.3061357349,5442198.4037911575
SHEN-AJDQCL,One More Thai Restaurant,Surrey,7158 120 St,-122.8899231,49.13337326,508029.78202160477,5442288.258796636
A018893    ,Scottsdale Lanes Snack/Lounge,Surrey,12033 84 Ave,-122.88899231,49.15611649,508093.9753170004,5444816.677859429
ACAK-98VSXX,Tim Hortons #4103,Surrey,10392 120th St,-122.88926288,49.19284457,508068.27565722715,5448899.6582862055
SPLH-9LFRR7,Subway #61612,Surrey,7350 120 St,-122.88850403,49.13641357,508132.8015391333,5442626.394846714
MARO-B39UC5,Desh Punjab Sweets & Restaurant,Surrey,12047 80 Ave,-122.88873291,49.14874268,508114.09331309504,5443996.972611853
HCAR-C5ALNU,Eats 23 Finoy Bistro,Surrey,12044 88th Ave,-122.88823139,49.1631845,508148.29716689594,5445602.498214554
NDAA-9NTQ34,Nando's Flame-Grilled Chicken (72nd Ave),Surrey,12101 72 Ave,-122.88764191,49.1350174,508195.91695015936,5442471.278532732
HCAR-BVFRWC,Five Guys Burgers and Fries (72nd Ave),Surrey,12101 72nd Ave,-122.8876389,49.13501849,508196.13633368514,5442471.400031298
NDAA-9C5SN9,Pizza Plus 96,Surrey,12050 96 Ave,-122.88746643,49.17699814,508201.7830762123,5447138.222663614
GEDS-66S2CD,Save On Foods #939 - Deli,Surrey,12130 Nordel Way,-122.8860321,49.16125107,508308.95602625347,5445387.800929771
HCAR-CHRPML,Seahorse Grill,Surrey,12147 Sullivan St,-122.88527412,49.05600891,508381.9266495028,5433688.394881292
HCAR-BYDRAM,Pelican Rouge Fish & Chips,Surrey,12211 Beecher St,-122.8836791,49.0525937,508499.04172556015,5433308.916190232
HCAR-C9SQ37,Sam's Chaat House & Restaurant,Surrey,12477 88th Ave,-122.8769047,49.1631156,508974.06218369334,5445596.1191740455
SHEN-AGKNPK,Pizza Hut #31152,Surrey,12477 88 Ave,-122.87705231,49.16395187,508963.149987923,5445689.068476625
NDAA-8Y2SCD,Subway #52643,Surrey,12477 88 Ave,-122.87705231,49.16395187,508963.149987923,5445689.068476625
HCAR-BXTPUT,Kidzville Learning Centers - Kitchen,Surrey,5441 125A St,-122.87481745,49.10150256,509137.5464919001,5438746.983863748
SHEN-B5KRFP,Vegan Pizza House,Surrey,11267 125A St,-122.87468719,49.2073822,509127.58038547373,5450517.449200174
HCAR-CLER5Q,A&W #0755,Surrey,8811 126th St,-122.87360872,49.16308433,509214.3559791524,5445593.038741847
HCAR-C6XPJ8,Kwantlen Polytechnic University - Tim Hortons #67622,Surrey,12666 72nd Ave,-122.87132535,49.13362169,509386.38529007573,5442318.013774722
A020392    ,Grassroots Cafe,Surrey,12666 72 Ave,-122.87132263,49.13362122,509386.5837936693,5442317.961862837
GEDS-73JSZZ,H Anmol Sweet & Restaurant,Surrey,8363 128 St,-122.86936188,49.1546669,509525.5791504708,5444657.812862765
HCAR-CGKQBH,Crosstown Food Market 2,Surrey,6828 128th St,-122.86774899,49.12711018,509648.5322215121,5441594.593181434
GEDS-5Y7VCY,Choice Billiards & Cafe,Surrey,7728 128 St,-122.86766815,49.14276505,509651.39024922124,5443334.921316423
MARO-B2LMZC,Cuisine and Company,Surrey,2643 128 St,-122.86760712,49.05052948,509673.74878155295,5433081.369783635
ACAK-8XKMAF,7-Eleven #35770,Surrey,6828 128 St,-122.86753082,49.12696075,509664.47811527835,5441578.009200342
SHEN-AKHT58,Mughal Palace Restaurant,Surrey,12827 76 Ave,-122.86715698,49.14117432,509688.98162572744,5443158.148358718
HCAR-C9HM8K,Dhaba 76 Indian Takeout,Surrey,12827 76th Ave,-122.86715502,49.14117557,509689.12433573144,5443158.287569331
SPLH-9SZQG4,KSP Shahi Catering & Sweets,Surrey,12815 85 Ave,-122.86743927,49.15759659,509665.19766943884,5444983.744906224
SPLH-AAAUX2,Royal's Pizza,Surrey,12837 88 Ave,-122.8671875,49.16276169,509682.54763256985,5445557.972516213
ACAK-8YCPMD,Akash Chaat House & Restaurant,Surrey,12877 80 Ave,-122.86514282,49.14842987,509834.4495662725,5443964.992999166
SHEN-A47R49,Payal Chaat House & Restaurant,Surrey,12877 80 Ave,-122.86514282,49.14842987,509834.4495662725,5443964.992999166
SHEN-B9XU28,Royal Paan,Surrey,8148 128 St,-122.86483002,49.15057755,509856.8344165679,5444203.787171994
A019243    ,McDonald's #8249,Surrey,12930 96 Ave,-122.86463165,49.17695618,509866.0580538276,5447136.282568624
HCAR-BJHQQ6,Golden Samosa Bakery (130th St),Surrey,8342 130 St,-122.86205292,49.15395355,510058.6618887852,5444579.4559687525
SPLH-9P9LLM,Pakwan House,Surrey,13030 76 Ave,-122.86117554,49.14081573,510125.31430451974,5443119.066885597
NDAA-9P3PZH,Riverside Signature Banquet Hall,Surrey,13030 76 Ave,-122.86117554,49.14081573,510125.31430451974,5443119.066885597
KSMH-AQWTG2,Pizza 85,Surrey,8553 132 St,-122.85771179,49.15823746,510374.308483219,5445056.276236928
GEDS-83MVDP,Pizza 64,Surrey,13190 64 Ave,-122.85695648,49.11884689,510437.6466718474,5440677.4135426
NDAA-9NYPDW,Gabrielle Roy School Kitchen,Surrey,6887 132 St,-122.85691071,49.12838745,510438.9836657738,5441738.020988335
HCAR-BWYQPC,Peterson Place,Surrey,13245 King George Blvd,-122.85472349,49.20547598,510582.11004848714,5450308.135819751
HCAR-BGKPDU,Main Choice Chinese Restaurant,Surrey,13393 72 Ave,-122.85180664,49.13381195,510810.1680993938,5442341.766128963
HCAR-B6K24K,Subway #6966,Surrey,13479 108 Ave,-122.84929657,49.19909286,510978.8260363561,5449599.303006434
A019554    ,Cherington Place Food Service,Surrey,13453 111A Ave,-122.84929657,49.2054863,510977.410802299,5450310.056068106
NDAA-9BXTB7,Blenz Central City,Surrey,13450 102 Ave,-122.84877014,49.18791962,511019.65831710387,5448357.262207129
HCAR-BXFREQ,An Nam Restaurant,Surrey,10153 King George Blvd,-122.84740187,49.18559446,511119.88098037505,5448098.977005881
GEDS-7RLVLS,Freshslice Pizza (Surrey),Surrey,10252 City Pky,-122.84738922,49.18909454,511120.0183951426,5448488.078640997
SPLH-ASQPDH,Uncle Fatih's Pizza (City Parkway),Surrey,10277 City Pky,-122.84788513,49.18955231,511083.7815555717,5448538.895683097
HCAR-BRAPV6,Tim Horton's #8175,Surrey,10277 City Pky,-122.84788863,49.18955259,511083.52646718617,5448538.926297927
HCAR-BGMQU2,Next Level Fitness,Surrey,13569 76 Ave,-122.8470459,49.1409874,511155.83623530995,5443140.135718052
HCAR-BWEP66,K's Pizza Kitchen,Surrey,13588 88th Ave,-122.84686461,49.16252802,511164.2173847181,5445534.792988985
A019531    ,Tim Hortons #87,Surrey,9595 King George Blvd,-122.84621429,49.1766243,511208.4459016442,5447101.951074738
SHEN-9PHPWJ,King George Pizza,Surrey,7093 King George Blvd,-122.84599304,49.13100433,511234.88342368574,5442030.495069939
SWOD-APPNNE,Kalmar Restaurant,Surrey,8076 King George Blvd,-122.84538269,49.14970779,511275.16508312157,5444109.810379769
SPLH-A9VTH3,Browns Socialhouse (Surrey Centre),Surrey,9666 King George Blvd,-122.84526062,49.17871857,511277.4768982139,5447334.90982643
SHEN-9SSQ4C,Surrey Taxation Centre Cafe #63309,Surrey,9755 King George Blvd,-122.84592438,49.17954254,511228.91537504207,5447426.410814644
GEDS-6N6UA6,Ricky's All Day Grill #37,Surrey,1076 Central City,-122.84584777,49.18592247,511233.05452050886,5448135.670917581
GEDS-6NLQG9,T&T Supermarket #13 - Bakery,Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
GEDS-7YSU36,Starbucks Coffee #4941,Surrey,10153 King George Blvd,-122.84584808,49.18592072,511233.03232699516,5448135.476326191
HCAR-BRZT4H,White Spot Restaurant #123,Surrey,13580 102nd Ave,-122.84597994,49.18766811,511223.02849104104,5448329.712039793
ACAK-8XGT5P,PSI Sushi & Roll,Surrey,10245 King George Blvd,-122.84552765,49.188797,511255.7295556922,5448455.276582513
HCAR-C3RPFX,Harkomal's Tiffin (King George Blvd),Surrey,10609 King George Blvd,-122.84556138,49.1954987,511251.75179522124,5449200.292287815
HCAR-BJLQMC,Sushi Shogun Japanese Restaurant,Surrey,13591 King George Blvd,-122.84561157,49.19938278,511247.2144358678,5449632.074186676
A020239    ,Pizza Factory (Surrey 2),Surrey,6838 King George Blvd,-122.84512329,49.12667084,511299.31680042227,5441548.880326224
NDAA-A9ZQH8,Denny's Restaurant #9300,Surrey,6850 King George Blvd,-122.84516907,49.12727737,511295.83905849594,5441616.300018011
SYOG-5M57T4,Greco's Specialty Foods Ltd,Surrey,6886 King George Blvd,-122.84516144,49.12775803,511296.2865199221,5441669.735005462
HCAR-BE6QHR,Freshslice Pizza (King George Blvd),Surrey,7218 King George Blvd,-122.84521484,49.13433075,511290.8980092079,5442400.401430747
GEDS-775V2T,Tim Hortons #3083,Surrey,7288 King George Blvd,-122.84513855,49.13492203,511296.3286713786,5442466.14410131
ACAK-97GPH7,Wild Wing,Surrey,7322 King George Blvd,-122.84516144,49.13534927,511294.5618986566,5442513.636024859
HCAR-BJLPJ5,Panago #23,Surrey,7320 King George Blvd,-122.84513855,49.13512802,511296.2818639936,5442489.043558572
GEDS-79JU38,Save On Foods #910 - Deli,Surrey,7320 King George Blvd,-122.84513855,49.13512802,511296.2818639936,5442489.043558572
HCAR-CFMLBX,Ruex Cafe,Surrey,13615 Fraser Hwy,-122.84452396,49.18083188,511330.6825520678,5447569.953687243
A016716    ,Fresgo Inn,Surrey,10102 King George Blvd,-122.8451004,49.18621826,511287.44798199914,5448168.664700203
MARO-AZJM7Z,Burger King,Surrey,10344 King George Blvd,-122.84506989,49.19041443,511288.7165278446,5448635.152604749
SWOD-AQAKLU,7-ElevenStore and Gas Bar (Canada Store #37875H),Surrey,10416 King George Blvd,-122.84506989,49.19204712,511288.3450465515,5448816.656951582
HCAR-CFSNET,Sushi Street,Surrey,13660 George Jct,-122.84373471,49.18142985,511388.0637781531,5447636.547653268
HCAR-CF5VC7,King George Donair,Surrey,13635 100th Ave,-122.84397782,49.18430557,511369.68795178,5447956.201267368
JDSO-ACPLHD,Taste Of Punjab Restaurant,Surrey,10009 Whalley Blvd,-122.84347534,49.1848526,511406.17905649496,5448017.089503049
HCAR-CCYLQW,JM-7 Bakery and Sarisari Store,Surrey,10059 Whalley Blvd,-122.8436771,49.18533778,511391.36514425103,5448070.995991958
GEDS-6N4RWE,Espresso Cafe,Surrey,7330 137 St,-122.8425827,49.13602448,511482.5097790094,5442589.085287398
GEDS-6TSR35,Scott Hill Pizza (137th St),Surrey,7330 137 St,-122.8425827,49.13602448,511482.5097790094,5442589.085287398
HCAR-C98QSL,Clement's,Surrey,9639 137A St,-122.84231841,49.17799896,511492.07303939835,5447255.354168989
SDFO-8JQQA2,Afghan Bakery and Fast Food,Surrey,13748 104 Ave,-122.84115601,49.19140244,511573.6640946728,5448745.57961109
NDAA-9C3S2J,Aomori Sushi Japanese Restaurant,Surrey,13767 72 Ave,-122.83986664,49.13376236,511681.15913231974,5442338.0255766325
HCAR-B7224Z,Udupi Palace Restaurant,Surrey,13767 72 Ave,-122.83986664,49.13376236,511681.15913231974,5442338.0255766325
DMIL-9QHPY5,Circle K #12207,Surrey,7175 138 St,-122.83917236,49.13303375,511731.9763076026,5442257.134899552
GEDS-6ZNPG3,Canadian 2 For 1 Pizza (72nd Ave),Surrey,13791 72 Ave,-122.83905792,49.13426971,511740.0325475271,5442394.551554965
SPLH-ASQP6M,Taste of Pho,Surrey,13979 104 Ave,-122.83464813,49.19166183,512047.7769779963,5448775.431099222
SHEN-BCSUVC,Bacayon Chibugan,Surrey,13979 104 Ave,-122.83464813,49.19166183,512047.7769779963,5448775.431099222
SHEN-AP5M2Q,Porto Fino Express,Surrey,14016 32 Ave,-122.83346558,49.06010437,512166.0820570494,5434150.689673009
HCAR-BJ9NCE,Maria Sol Hospice 29 - Food Service,Surrey,14129 Grosvenor Rd,-122.83055115,49.20719147,512342.4237357545,5450502.506472412
HCAR-AW6REQ,Sweets 64,Surrey,14330 64 Ave,-122.8252182,49.1185112,512753.62108050234,5440644.952148244
A019121    ,Pho Hoa Restaurant (Surrey),Surrey,14357 104 Ave,-122.82376862,49.1917305,512840.45572704414,5448784.853573904
SPLH-AS8TEH,Freshslice Pizza (104th Ave),Surrey,14357 104 Ave,-122.82376862,49.1917305,512840.45572704414,5448784.853573904
HCAR-BCNQ6T,Popeyes Louisiana Kitchen (Surrey),Surrey,14380 64 Ave,-122.82378387,49.11891556,512858.17786874564,5440690.146210617
GEDS-7YZN48,7-Eleven #34339,Surrey,14410 108 Ave,-122.82250977,49.19859695,512930.3872847152,5449548.403943401
NDAA-9CDPEY,Punjabi Masihi Church,Surrey,14488 72 Ave,-122.82070923,49.13354492,513078.6806493955,5442316.983596108
SWOD-AHZUMF,Lee Yuen Seafood Restaurant,Surrey,14755 104 Ave,-122.81369019,49.19166946,513574.8000495694,5448779.826295517
NDAA-9RFNPY,Bonny Castle Childrens Center,Surrey,10706 148 St,-122.81210327,49.19706726,513688.93570960686,5449380.179739911
GEDS-6UHQTM,Pho Tau Bay Restaurant (Surrey),Surrey,10782 148 St,-122.81226349,49.19805145,513676.9917533345,5449489.562186509
HCAR-C2XUPR,Kel Fen's Chinese Restaurant,Surrey,14783 108th Ave,-122.81302097,49.19875902,513621.61348673166,5449568.085444467
HCAR-C4ATVP,A-Chan Restaurant,Surrey,14787 108th Ave,-122.81300687,49.1988845,513622.6062230075,5449582.037470363
KSMH-AWKPSL,Tofun Fusion Hot Pot,Surrey,3189 King George Blvd,-122.81161499,49.05963898,513762.49283864105,5434102.688743744
A017441    ,Classic OP Pizza,Surrey,3189 King George Blvd,-122.81161499,49.05963898,513762.49283864105,5434102.688743744
SWOD-AHQPLH,Ming Yan Seafood Restaurant,Surrey,3238 King George Blvd,-122.81190491,49.0609436,513740.953045209,5434247.666006814
GEDS-6GTQ2V,Starbucks Coffee #4596,Surrey,3278 King George Blvd,-122.81214905,49.06115723,513723.0590217505,5434271.370273574
JDSO-AE8L4A,Subway #37799,Surrey,3278 King George Blvd,-122.81214905,49.06115723,513723.0590217505,5434271.370273574
HCAR-BUDNPH,Premium Pizza Surrey,Surrey,3268 King George Blvd,-122.81205645,49.06108806,513729.84277176973,5434263.697655176
NDAA-9ENQTN,Aji Sushi Family Kitchen,Surrey,3268 King George Blvd,-122.8120575,49.06108856,513729.7659284132,5434263.753048283
SWOD-9Y7LFB,Mac's Convenience Store #11096,Surrey,14820 108 Ave,-122.81190491,49.19856644,513702.97275946074,5449546.87796902
HCAR-CG8RKX,Circle K #11096,Surrey,14820 108th Ave,-122.81178003,49.19870261,513712.03278184327,5449562.038469353
KSMH-AQNNLT,Kids Play Cafe & Cafe Artistico,Surrey,14885 60 Ave,-122.80992126,49.11196899,513871.6442436205,5439920.358736608
HCAR-CH6RVX,Kids Play Cafe & Cafe Artistico,Surrey,14885 60th Ave,-122.80981348,49.11180064,513879.5568165212,5439901.663448597
A017564    ,Church's Chicken #4475,Surrey,14877 108 Ave,-122.8092804,49.19944763,513893.92479700677,5449645.317454386
SYOG-5M59T6,Guildford Gardens Daycare,Surrey,14921 107A Ave,-122.80867767,49.19832611,513938.1488128407,5449520.749997177
